product_id,product_name,category,price
70,데일리 벽시계 화이트 P070,홈인테리어,141000
71,에코 기계식 키보드 그레이 P071,전자기기,142000
72,데일리 토스터 그린 P072,생활가전,140000
73,프리미엄 데님 팬츠 그레이 P073,패션,80000
74,라이트 수분 크림 블루 P074,뷰티,78000
75,데일리 허브티 블루 P075,식품,65000
76,스마트 에세이 블랙 P076,도서,13000
77,컴팩트 덤벨 세트 베이지 P077,스포츠,146000
78,플러스 펫 방석 베이지 P078,반려동물,62000
79,프리미엄 메모지 그린 P079,문구,29000
80,베이직 테이블 매트 그린 P080,홈인테리어,106000
81,컴팩트 기계식 키보드 베이지 P081,전자기기,25000
82,베이직 미니 가습기 화이트 P082,생활가전,208000
83,클래식 슬랙스 블랙 P083,패션,156000
84,에코 립틴트 그레이 P084,뷰티,94000
85,베이직 프로틴바 블랙 P085,식품,10000
86,프로 경제 교양서 블랙 P086,도서,22000
87,컴팩트 운동 밴드 베이지 P087,스포츠,69000
88,플러스 반려견 간식 베이지 P088,반려동물,125000
89,에코 파일 홀더 화이트 P089,문구,46000
90,프로 테이블 매트 화이트 P090,홈인테리어,116000
91,데일리 무선 마우스 그레이 P091,전자기기,70000
92,프리미엄 토스터 그린 P092,생활가전,183000
93,라이트 바람막이 그린 P093,패션,176000
94,컴팩트 세럼 그레이 P094,뷰티,69000
95,라이트 프로틴바 베이지 P095,식품,74000
96,프로 에세이 블루 P096,도서,30000
97,라이트 덤벨 세트 베이지 P097,스포츠,93000
98,플러스 장난감 그린 P098,반려동물,107000
99,컴팩트 플래너 그레이 P099,문구,25000
100,베이직 무드등 베이지 P100,홈인테리어,45000
101,에코 블루투스 스피커 그레이 P101,전자기기,107000
102,컴팩트 공기청정기 블루 P102,생활가전,283000
103,프리미엄 후드 티셔츠 블루 P103,패션,37000
104,베이직 선크림 화이트 P104,뷰티,25000
105,베이직 그래놀라 그레이 P105,식품,43000
106,에코 AI 활용서 그린 P106,도서,35000
107,클래식 운동 밴드 블루 P107,스포츠,108000
108,프리미엄 장난감 블랙 P108,반려동물,80000
109,데일리 젤펜 세트 블루 P109,문구,10000
110,에코 테이블 매트 화이트 P110,홈인테리어,136000
111,프리미엄 무선 마우스 블랙 P111,전자기기,145000
112,플러스 핸디 청소기 블루 P112,생활가전,250000
113,클래식 베이직 셔츠 그레이 P113,패션,65000
114,프리미엄 클렌징 폼 베이지 P114,뷰티,46000
115,베이직 견과 세트 블루 P115,식품,64000
116,프로 자기계발서 화이트 P116,도서,16000
117,프로 러닝 벨트 베이지 P117,스포츠,94000
118,프리미엄 리드줄 베이지 P118,반려동물,33000
119,플러스 데스크 매트 화이트 P119,문구,14000
120,라이트 수납 바구니 블랙 P120,홈인테리어,134000
121,라이트 무선 이어폰 블루 P121,전자기기,18000
122,라이트 선풍기 베이지 P122,생활가전,57000
123,클래식 베이직 셔츠 베이지 P123,패션,132000
124,클래식 립틴트 베이지 P124,뷰티,28000
125,프리미엄 견과 세트 그린 P125,식품,45000
126,클래식 파이썬 입문서 블루 P126,도서,13000
127,프리미엄 덤벨 세트 블랙 P127,스포츠,134000
128,데일리 급수기 그린 P128,반려동물,74000
129,컴팩트 데스크 매트 블랙 P129,문구,27000
130,에코 수납 바구니 블랙 P130,홈인테리어,149000
131,플러스 무선 마우스 그린 P131,전자기기,82000
132,컴팩트 토스터 블랙 P132,생활가전,25000
133,프로 바람막이 그린 P133,패션,168000
134,프로 클렌징 폼 화이트 P134,뷰티,24000
135,베이직 견과 세트 화이트 P135,식품,54000
136,프로 데이터 분석 가이드 그린 P136,도서,36000
137,스마트 폼롤러 그레이 P137,스포츠,87000
138,베이직 고양이 모래 베이지 P138,반려동물,115000
139,베이직 젤펜 세트 블랙 P139,문구,44000
140,스마트 테이블 매트 블루 P140,홈인테리어,39000
141,베이직 무선 마우스 블랙 P141,전자기기,64000
142,클래식 미니 가습기 그레이 P142,생활가전,203000
143,데일리 베이직 셔츠 그레이 P143,패션,99000
144,프로 립틴트 블루 P144,뷰티,39000
145,스마트 프로틴바 그린 P145,식품,32000
146,플러스 에세이 그레이 P146,도서,31000
147,컴팩트 덤벨 세트 베이지 P147,스포츠,99000
148,베이직 고양이 모래 그린 P148,반려동물,35000
149,플러스 파일 홀더 베이지 P149,문구,27000
150,프로 수납 바구니 그레이 P150,홈인테리어,36000
151,스마트 기계식 키보드 그레이 P151,전자기기,33000
152,베이직 전기포트 그레이 P152,생활가전,175000
153,라이트 바람막이 베이지 P153,패션,164000
154,클래식 클렌징 폼 베이지 P154,뷰티,67000
155,프로 허브티 블랙 P155,식품,40000
156,플러스 파이썬 입문서 그린 P156,도서,39000
157,스마트 스포츠 타월 그린 P157,스포츠,126000
158,스마트 펫 방석 화이트 P158,반려동물,37000
159,프리미엄 젤펜 세트 베이지 P159,문구,21000
160,스마트 벽시계 그린 P160,홈인테리어,140000
161,컴팩트 블루투스 스피커 블랙 P161,전자기기,172000
162,클래식 전기포트 그린 P162,생활가전,157000
163,플러스 베이직 셔츠 블랙 P163,패션,143000
164,클래식 세럼 그레이 P164,뷰티,20000
165,스마트 견과 세트 그린 P165,식품,5000
166,라이트 데이터 분석 가이드 그레이 P166,도서,30000
167,프리미엄 덤벨 세트 블랙 P167,스포츠,159000
168,베이직 펫 방석 블루 P168,반려동물,21000
169,컴팩트 젤펜 세트 블루 P169,문구,44000
170,에코 무드등 화이트 P170,홈인테리어,109000
171,프리미엄 기계식 키보드 블랙 P171,전자기기,102000
172,프리미엄 미니 가습기 블루 P172,생활가전,328000
173,데일리 후드 티셔츠 그레이 P173,패션,148000
174,클래식 립틴트 베이지 P174,뷰티,55000
175,프리미엄 프로틴바 그레이 P175,식품,44000
176,프리미엄 자기계발서 블랙 P176,도서,28000
177,데일리 러닝 벨트 블루 P177,스포츠,120000
178,데일리 고양이 모래 그레이 P178,반려동물,8000
179,스마트 메모지 그린 P179,문구,17000
180,컴팩트 테이블 매트 베이지 P180,홈인테리어,54000
181,라이트 웹캠 베이지 P181,전자기기,57000
182,스마트 핸디 청소기 화이트 P182,생활가전,234000
183,스마트 슬랙스 그린 P183,패션,123000
184,데일리 마스크팩 그린 P184,뷰티,40000
185,플러스 프로틴바 베이지 P185,식품,6000
186,클래식 파이썬 입문서 베이지 P186,도서,42000
187,데일리 러닝 벨트 그레이 P187,스포츠,93000
188,라이트 고양이 모래 블루 P188,반려동물,33000
189,프리미엄 파일 홀더 블랙 P189,문구,31000
190,플러스 벽시계 그레이 P190,홈인테리어,66000
191,프리미엄 무선 마우스 블랙 P191,전자기기,93000
192,플러스 미니 가습기 화이트 P192,생활가전,362000
193,데일리 데님 팬츠 그린 P193,패션,28000
194,스마트 립틴트 그레이 P194,뷰티,85000
195,클래식 프로틴바 그레이 P195,식품,45000
196,컴팩트 AI 활용서 그레이 P196,도서,24000
197,스마트 러닝 벨트 화이트 P197,스포츠,131000
198,클래식 장난감 베이지 P198,반려동물,23000
199,데일리 젤펜 세트 베이지 P199,문구,11000
200,라이트 무드등 화이트 P200,홈인테리어,125000
201,컴팩트 블루투스 스피커 그레이 P201,전자기기,77000
202,클래식 미니 가습기 그린 P202,생활가전,241000
203,베이직 데님 팬츠 그레이 P203,패션,107000
204,클래식 클렌징 폼 블랙 P204,뷰티,7000
205,프리미엄 프로틴바 블랙 P205,식품,28000
206,베이직 파이썬 입문서 그레이 P206,도서,30000
207,데일리 요가 매트 베이지 P207,스포츠,52000
208,클래식 펫 방석 그레이 P208,반려동물,76000
209,프로 메모지 화이트 P209,문구,4000
210,컴팩트 수납 바구니 블루 P210,홈인테리어,103000
211,데일리 블루투스 스피커 베이지 P211,전자기기,67000
212,라이트 선풍기 그레이 P212,생활가전,307000
213,라이트 바람막이 블랙 P213,패션,133000
214,스마트 클렌징 폼 화이트 P214,뷰티,64000
215,데일리 견과 세트 그레이 P215,식품,64000
216,컴팩트 에세이 그린 P216,도서,16000
217,플러스 운동 밴드 그레이 P217,스포츠,120000
218,클래식 장난감 그린 P218,반려동물,32000
219,에코 노트 세트 그레이 P219,문구,35000
220,스마트 수납 바구니 블랙 P220,홈인테리어,71000
221,에코 무선 이어폰 그레이 P221,전자기기,30000
222,플러스 토스터 블루 P222,생활가전,168000
223,컴팩트 데님 팬츠 그레이 P223,패션,100000
224,에코 선크림 그레이 P224,뷰티,92000
225,프로 그래놀라 블루 P225,식품,5000
226,클래식 데이터 분석 가이드 베이지 P226,도서,28000
227,플러스 운동 밴드 그레이 P227,스포츠,77000
228,프리미엄 리드줄 그린 P228,반려동물,130000
229,베이직 노트 세트 베이지 P229,문구,45000
230,에코 벽시계 블루 P230,홈인테리어,94000
231,베이직 무선 마우스 그린 P231,전자기기,211000
232,프로 선풍기 베이지 P232,생활가전,171000
233,에코 데님 팬츠 블루 P233,패션,19000
234,플러스 마스크팩 베이지 P234,뷰티,12000
235,라이트 드립백 커피 그레이 P235,식품,21000
236,베이직 AI 활용서 화이트 P236,도서,31000
237,에코 운동 밴드 화이트 P237,스포츠,27000
238,베이직 반려견 간식 블루 P238,반려동물,37000
239,플러스 플래너 블루 P239,문구,46000
240,플러스 테이블 매트 그레이 P240,홈인테리어,121000
241,프리미엄 무선 마우스 블루 P241,전자기기,153000
242,컴팩트 공기청정기 그린 P242,생활가전,253000
243,클래식 베이직 셔츠 그린 P243,패션,163000
244,라이트 마스크팩 그린 P244,뷰티,48000
245,라이트 과일칩 베이지 P245,식품,68000
246,프로 경제 교양서 베이지 P246,도서,16000
247,프로 덤벨 세트 블루 P247,스포츠,55000
248,클래식 급수기 화이트 P248,반려동물,105000
249,베이직 메모지 블랙 P249,문구,41000
250,데일리 벽시계 블랙 P250,홈인테리어,139000
251,스마트 무선 마우스 화이트 P251,전자기기,211000
252,에코 핸디 청소기 블루 P252,생활가전,297000
253,라이트 슬랙스 블루 P253,패션,23000
254,프리미엄 세럼 그레이 P254,뷰티,53000
255,프로 그래놀라 베이지 P255,식품,15000
256,데일리 에세이 그린 P256,도서,19000
257,라이트 스포츠 타월 그린 P257,스포츠,134000
258,컴팩트 반려견 간식 블랙 P258,반려동물,106000
259,라이트 노트 세트 그레이 P259,문구,8000
260,컴팩트 쿠션 커버 베이지 P260,홈인테리어,43000
261,베이직 기계식 키보드 블랙 P261,전자기기,48000
262,클래식 전기포트 그레이 P262,생활가전,106000
263,베이직 데님 팬츠 베이지 P263,패션,63000
264,라이트 선크림 블루 P264,뷰티,72000
265,프로 허브티 블랙 P265,식품,29000
266,데일리 파이썬 입문서 블루 P266,도서,30000
267,에코 운동 밴드 화이트 P267,스포츠,75000
268,플러스 펫 방석 블랙 P268,반려동물,88000
269,라이트 플래너 화이트 P269,문구,29000
270,베이직 수납 바구니 그린 P270,홈인테리어,103000
271,스마트 웹캠 블루 P271,전자기기,108000
272,베이직 전기포트 화이트 P272,생활가전,338000
273,프리미엄 바람막이 블루 P273,패션,174000
274,베이직 세럼 그레이 P274,뷰티,98000
275,클래식 견과 세트 화이트 P275,식품,69000
276,컴팩트 에세이 베이지 P276,도서,14000
277,베이직 스포츠 타월 블랙 P277,스포츠,84000
278,베이직 리드줄 베이지 P278,반려동물,53000
279,스마트 젤펜 세트 그린 P279,문구,25000
280,프리미엄 벽시계 화이트 P280,홈인테리어,122000
281,프리미엄 무선 이어폰 베이지 P281,전자기기,188000
282,베이직 미니 가습기 베이지 P282,생활가전,371000
283,클래식 후드 티셔츠 블루 P283,패션,138000
284,플러스 선크림 베이지 P284,뷰티,61000
285,프로 과일칩 화이트 P285,식품,19000
286,베이직 데이터 분석 가이드 베이지 P286,도서,11000
287,베이직 덤벨 세트 그레이 P287,스포츠,69000
288,스마트 펫 방석 블랙 P288,반려동물,76000
289,데일리 젤펜 세트 화이트 P289,문구,39000
290,데일리 쿠션 커버 블랙 P290,홈인테리어,25000
291,베이직 보조배터리 블루 P291,전자기기,238000
292,컴팩트 미니 가습기 그린 P292,생활가전,294000
293,프리미엄 니트 그레이 P293,패션,136000
294,데일리 클렌징 폼 그레이 P294,뷰티,19000
295,클래식 드립백 커피 베이지 P295,식품,51000
296,플러스 에세이 블랙 P296,도서,22000
297,스마트 요가 매트 그린 P297,스포츠,37000
298,라이트 급수기 화이트 P298,반려동물,28000
299,에코 데스크 매트 블루 P299,문구,49000
300,라이트 수납 바구니 블랙 P300,홈인테리어,118000
